time,force_oscillations,segment
2.54,-2.62930409264506,revving up
2.5500000000000003,0.596753351964401,revving up
2.56,1.6755505643533988,revving up
2.57,-3.2199303037749925,revving up
2.58,3.4543689123549317,revving up
2.59,-2.3617947717442846,revving up
2.6,0.4198734031567085,revving up
2.61,1.6410230650809894,revving up
2.62,-3.1268336289174057,revving up
2.63,3.6037319578748885,revving up
2.64,-2.995281459986913,revving up
2.65,1.5495316491682802,revving up
2.66,0.28402591965819685,revving up
2.67,-2.009895519383401,revving up
2.68,3.2222542286939233,revving up
2.69,-3.6885545187648443,revving up
2.7,3.3721306108517712,revving up
2.71,-2.403683624910579,revving up
2.72,1.0218086343438069,revving up
2.73,0.4955203625117607,revving up
2.74,-1.8909537379818493,revving up
2.75,2.9689438053262798,revving up
2.7600000000000002,-3.6150745002708145,revving up
2.77,3.79606982091744,revving up
2.7800000000000002,-3.5461274678887222,revving up
2.79,2.9460801070299483,revving up
2.8000000000000003,-2.101116085462375,revving up
2.81,1.1211588195441935,revving up
2.82,-0.10616828851946458,revving up
2.83,-0.8629667833531585,revving up
2.84,1.7284135180076587,revving up
2.85,-2.4553632513034813,revving up
2.86,3.029309117671618,revving up
2.87,-3.4518811130205638,revving up
2.88,3.7362433425823314,revving up
2.89,-3.902754395838375,revving up
2.9,3.97530060412605,revving up
2.91,-3.978473632741919,revving up
2.92,3.9355930553468172,revving up
2.93,-3.8674688007947666,revving up
2.94,3.7917460349461543,revving up
2.95,-3.7226613759149076,revving up
2.96,3.671050302176779,revving up
2.97,-3.64446992818362,revving up
2.98,3.647331191030524,revving up
2.99,-3.680965455546856,revving up
3.0,3.74358092467239,revving up
3.0100000000000002,-3.83009439932209,revving up
3.02,3.931855479394608,revving up
3.0300000000000002,-4.036315272002051,revving up
3.04,4.1267316268663015,revving up
3.0500000000000003,-4.182047856480911,revving up
3.06,4.177129013974163,revving up
3.0700000000000003,-4.083582067273748,revving up
3.08,3.871411135390412,revving up
3.09,-3.511747395987287,revving up
3.1,2.980820569508466,revving up
3.11,-2.2651774264287257,revving up
3.12,1.3678787637064214,revving up
3.13,-0.31501115829205295,revving up
3.14,-0.8386437541950991,revving up
3.15,2.0064587970606307,revving up
3.16,-3.0714109604933153,revving up
3.17,3.894293167928011,revving up
3.18,-4.330344844073199,revving up
3.19,4.254616288906413,revving up
3.2,-3.5940719060624176,revving up
3.21,2.361299338234578,revving up
3.22,-0.6812985457262297,revving up
3.23,-1.199719710742479,revving up
3.24,2.9347321212467152,revving up
3.25,-4.132773092250895,revving up
3.2600000000000002,4.450510550117536,revving up
3.27,-3.7031559721946836,revving up
3.2800000000000002,1.9642422717362806,revving up
3.29,0.3868762996353242,revving up
3.3000000000000003,-2.709506190371437,revving up
3.31,4.257593802743739,revving up
3.3200000000000003,-4.426713555502981,revving up
3.33,3.020780816981411,revving up
3.34,-0.4264059932922001,revving up
3.35,-2.4200473172455528,revving up
3.36,4.3300970587228,revving up
3.37,-4.366063420307069,revving up
3.38,2.3530555277840857,revving up
3.39,0.8780736110716219,revving up
3.4,-3.741386025138016,revving up
3.41,4.644448272085447,revving up
3.42,-2.922742649612694,revving up
3.43,-0.5858907666581645,revving up
3.44,3.8140448673285925,revving up
3.45,-4.633212985467664,revving up
3.46,2.321437080520416,revving up
3.47,1.6868921600584903,revving up
3.48,-4.537325978435763,revving up
3.49,3.9640827560261407,revving up
3.5,-0.21496346882349943,revving up
3.5100000000000002,-3.787173586687856,revving up
3.52,4.608084648986438,revving up
3.5300000000000002,-1.3322438695164913,revving up
3.54,-3.235643719074296,revving up
3.5500000000000003,4.786250259470935,revving up
3.56,-1.620630977056181,revving up
3.5700000000000003,-3.258865848019585,revving up
3.58,4.766724226995382,revving up
3.59,-1.085230536598816,revving up
3.6,-3.8776032763290367,revving up
3.61,4.399535906600444,revving up
3.62,0.3512308846310577,revving up
3.63,-4.73376555653465,revving up
3.64,3.1484297728981687,revving up
3.65,2.5825401980601623,revving up
3.66,-4.905160910791266,revving up
3.67,0.46065451930035883,revving up
3.68,4.691275333810681,revving up
3.69,-3.0434702734081718,revving up
3.7,-3.1884969245859907,revving up
3.71,4.576555940273734,revving up
3.72,1.2460476967077407,revving up
3.73,-5.107504978663517,revving up
3.74,0.5369054873153483,revving up
3.75,4.984355609733687,revving up
3.7600000000000002,-1.8888844963336262,revving up
3.77,-4.589022467349242,revving up
3.7800000000000002,2.7685653256752616,revving up
3.79,4.211646419788489,revving up
3.8000000000000003,-3.2344439241939464,revving up
3.81,-4.02620117709026,revving up
3.8200000000000003,3.3474683395422495,revving up
3.83,4.106421898726626,revving up
3.84,-3.1187394870358114,revving up
3.85,-4.438834956018146,revving up
3.86,2.496580194512805,revving up
3.87,4.913769278108805,revving up
3.88,-1.392421906732993,revving up
3.89,-5.29803259362674,revving up
3.9,-0.24407380033882276,revving up
3.91,5.219648753719244,revving up
3.92,2.2922755711697342,revving up
3.93,-4.227535217215413,revving up
3.94,-4.299805435033357,revving up
3.95,2.0062541364520357,revving up
3.96,5.412264555368718,revving up
3.97,1.2315695771373711,revving up
3.98,-4.614539385764543,revving up
3.99,-4.3588031470446635,revving up
4.0,1.4678162544638063,revving up
4.01,5.45493586961738,revving up
4.0200000000000005,2.889925475543615,revving up
4.03,-3.0092007900504556,revving up
4.04,-5.508597516909137,revving up
4.05,-2.0449051790831976,revving up
4.0600000000000005,3.5235759914062217,revving up
4.07,5.51713591583745,revving up
4.08,2.1717830364881707,revving up
4.09,-3.157461815072173,revving up
4.1,-5.624522450403746,revving up
4.11,-3.264669709695733,revving up
4.12,1.7378979655034845,revving up
4.13,5.321608172333395,revving up
4.14,4.884430659794515,revving up
4.15,0.9731057568800532,revving up
4.16,-3.5416760681564505,revving up
4.17,-5.701181929171934,revving up
4.18,-4.332614008595157,revving up
4.19,-0.47266162022697655,revving up
4.2,3.5752845691648902,revving up
4.21,5.690058041207433,revving up
4.22,4.981604033134278,revving up
4.23,2.001660930838696,revving up
4.24,-1.7703249304353799,revving up
4.25,-4.7357267787890995,revving up
4.26,-5.843886003590891,revving up
4.2700000000000005,-4.878898793452571,revving up
4.28,-2.361508375028229,revving up
4.29,0.7839633523083062,revving up
4.3,3.608367132536886,revving up
4.3100000000000005,5.420333383206054,revving up
4.32,5.912767791875837,revving up
4.33,5.145360670487703,revving up
4.34,3.435728303526,revving up
4.3500000000000005,1.2197350269834406,revving up
4.36,-1.0721983348698028,revving up
4.37,-3.0979675630622,revving up
4.38,-4.641046684464579,revving up
4.39,-5.610442739908123,revving up
4.4,-6.017156350817172,revving up
4.41,-5.94073350506288,revving up
4.42,-5.49613774462233,revving up
4.43,-4.806926442958294,revving up
4.44,-3.9870014320504574,revving up
4.45,-3.1306385607167644,revving up
4.46,-2.3091262511615964,revving up
4.47,-1.5719021189038644,revving up
4.48,-0.9502230137844365,revving up
4.49,-0.46182890511408603,revving up
4.5,-0.11554599047639268,revving up
4.51,0.08480628692032437,revving up
4.5200000000000005,0.13753770432133033,revving up
4.53,0.04139117305421341,revving up
4.54,-0.2049050628105773,revving up
4.55,-0.6017963705455152,revving up
4.5600000000000005,-1.1467421206456858,revving up
4.57,-1.8307500751225547,revving up
4.58,-2.6337393344207314,revving up
4.59,-3.519113918793785,revving up
4.6000000000000005,-4.4283341485891645,revving up
4.61,-5.2768330799787275,revving up
4.62,-5.953271108771679,revving up
4.63,-6.324678907313576,revving up
4.64,-6.2501959040780015,revving up
4.65,-5.605424140070143,revving up
4.66,-4.317386777635825,revving up
4.67,-2.4063521351484947,revving up
4.68,-0.025486925765331115,revving up
4.69,2.5165166213599286,revving up
4.7,4.768712244868612,revving up
4.71,6.204601348733889,revving up
4.72,6.3491910548995705,revving up
4.73,4.95126572420758,revving up
4.74,2.1547794178293964,revving up
4.75,-1.4062472216909254,revving up
4.76,-4.674594859794419,revving up
4.7700000000000005,-6.452124934569692,revving up
4.78,-5.866459148365514,revving up
4.79,-2.8686493952526053,revving up
4.8,1.4969501517633759,revving up
4.8100000000000005,5.312107336767909,revving up
4.82,6.581345989475295,revving up
4.83,4.3536911377292355,revving up
4.84,-0.43583034425331046,revving up
4.8500000000000005,-5.101593037124544,revving up
4.86,-6.6049912086670775,revving up
4.87,-3.6329832691953885,revving up
4.88,2.0416305497563108,revving up
4.89,6.300747082272253,revving up
4.9,5.600865995941126,revving up
4.91,0.15400964511254917,revving up
4.92,-5.54829365414534,revving up
4.93,-6.208272954829349,revving up
4.94,-0.8332708877727317,revving up
4.95,5.493050146450414,revving up
4.96,6.0875915066088115,revving up
4.97,-0.06788019087972685,revving up
4.98,-6.246044540123429,revving up
4.99,-4.995711637775061,revving up
5.0,2.5319297434694974,Takeoff
5.01,-1.5207341553084222,Takeoff
5.0200000000000005,0.4762021398162657,Takeoff
5.03,0.57671785158694,Takeoff
5.04,-1.6132286276696943,Takeoff
5.05,2.609265100273584,Takeoff
5.0600000000000005,-3.5420433189066567,Takeoff
5.07,4.390565677469955,Takeoff
5.08,-5.136071744950219,Takeoff
5.09,5.762425836136295,Takeoff
5.1000000000000005,-6.2564342455321205,Takeoff
5.11,6.608086968328284,Takeoff
5.12,-6.810720676599626,Takeoff
5.13,6.8611016583724185,Takeoff
5.14,-6.759429316817229,Takeoff
5.15,6.509262623669547,Takeoff
5.16,-6.117373588051315,Takeoff
5.17,5.593533305936448,Takeoff
5.18,-4.950237469654261,Takeoff
5.19,4.202379319536501,Takeoff
5.2,-3.3668788958847657,Takeoff
5.21,2.462278089670416,Takeoff
5.22,-1.5083113910312087,Takeoff
5.23,0.52546239861838,Takeoff
5.24,0.4654839126125844,Takeoff
5.25,-1.4438834501954314,Takeoff
5.26,2.3896605571520153,Takeoff
5.2700000000000005,-3.283712289755613,Takeoff
5.28,4.108281670200905,Takeoff
5.29,-4.8472931151478305,Takeoff
5.3,5.486644296519977,Takeoff
5.3100000000000005,-6.014449822529671,Takeoff
5.32,6.421233306864098,Takeoff
5.33,-6.700065594854414,Takeoff
5.34,6.846648110361065,Takeoff
5.3500000000000005,-6.859341451187797,Takeoff
5.36,6.73914047116375,Takeoff
5.37,-6.489598122825598,Takeoff
5.38,6.116701278116789,Takeoff
5.39,-5.628702580634088,Takeoff
5.4,5.035913099863967,Takeoff
5.41,-4.350461146689759,Takeoff
5.42,3.5860230647564393,Takeoff
5.43,-2.7575321313491457,Takeoff
5.44,1.8808718845889463,Takeoff
5.45,-0.9725602446885111,Takeoff
5.46,0.04943072054033521,Takeoff
5.47,0.8716832024998777,Takeoff
5.48,-1.7742547018483774,Takeoff
5.49,2.6423558945154926,Takeoff
5.5,-3.4609308487216235,Takeoff
5.51,4.216044985335964,Takeoff
5.5200000000000005,-4.895107138456191,Takeoff
5.53,5.487061200800308,Takeoff
5.54,-5.982544962774024,Takeoff
5.55,6.374014450439713,Takeoff
5.5600000000000005,-6.655832762597808,Takeoff
5.57,6.824323088321286,Takeoff
5.58,-6.877786241340647,Takeoff
5.59,6.816483665844792,Takeoff
5.6000000000000005,-6.642587440070291,Takeoff
5.61,6.360099321473073,Takeoff
5.62,-5.97474133367659,Takeoff
5.63,5.493820785589868,Takeoff
5.64,-4.926072933816082,Takeoff
5.65,4.281484748319195,Takeoff
5.66,-3.57110341794265,Takeoff
5.67,2.8068333371420477,Takeoff
5.68,-2.0012253509333835,Takeoff
5.69,1.1672620034107015,Takeoff
5.7,-0.3181424417995396,Takeoff
5.71,-0.5329295229439099,Takeoff
5.72,1.3729509009735672,Takeoff
5.73,-2.1893155037031304,Takeoff
5.74,2.9699976559820875,Takeoff
5.75,-3.703721195478657,Takeoff
5.76,4.380111657550992,Takeoff
5.7700000000000005,-4.989829904353223,Takeoff
5.78,5.524685827823305,Takeoff
5.79,-5.9777311310347905,Takeoff
5.8,6.343330564277094,Takeoff
5.8100000000000005,-6.617211355631605,Takeoff
5.82,6.796490925169451,Takeoff
5.83,-6.879683301945744,Takeoff
5.84,6.866684970226655,Takeoff
5.8500000000000005,-6.7587411512923765,Takeoff
5.86,6.5583937774984635,Takeoff
5.87,-6.269412633350174,Takeoff
5.88,5.896711322674582,Takeoff
5.89,-5.446249870481664,Takeoff
5.9,4.924925882661565,Takeoff
5.91,-4.340456266112806,Takeoff
5.92,3.7012515574127054,Takeoff
5.93,-3.0162849206283364,Takeoff
5.94,2.2949578564805364,Takeoff
5.95,-1.5469646170636302,Takeoff
5.96,0.7821572463857311,Takeoff
5.97,-0.010413068360652502,Takeoff
5.98,-0.75849367563816,Takeoff
5.99,1.515014474953328,Takeoff
6.0,-2.2499420717894227,Takeoff
6.01,2.9545176101238813,Takeoff
6.0200000000000005,-3.6205283375085813,Takeoff
6.03,4.24039496529313,Takeoff
6.04,-4.807247974761828,Takeoff
6.05,5.314992338899703,Takeoff
6.0600000000000005,-5.75836030908842,Takeoff
6.07,6.13295209085366,Takeoff
6.08,-6.43526440028041,Takeoff
6.09,6.662707051398887,Takeoff
6.1000000000000005,-6.81360787282256,Takeoff
6.11,6.887206387630851,Takeoff
6.12,-6.883636813222809,Takeoff
6.13,6.803901046315703,Takeoff
6.140000000000001,-6.649832392068404,Takeoff
6.15,6.424050874985723,Takeoff
6.16,-6.1299110327330935,Takeoff
6.17,5.771443142252251,Takeoff
6.18,-5.353288861078266,Takeoff
6.19,4.880632285782973,Takeoff
6.2,-4.359127434743353,Takeoff
6.21,3.7948231548888516,Takeoff
6.22,-3.1940864322960327,Takeoff
6.23,2.5635250557215503,Takeoff
6.24,-1.9099105414910538,Takeoff
6.25,1.2401021787065172,Takeoff
6.26,-0.5609729962636807,Takeoff
6.2700000000000005,-0.12066161005532783,Takeoff
6.28,0.7981119212591083,Takeoff
6.29,-1.4648780131578476,Takeoff
6.3,2.114709428115132,Takeoff
6.3100000000000005,-2.741659957318418,Takeoff
6.32,3.3401371685720407,Takeoff
6.33,-3.904946392511213,Takeoff
6.34,4.431328956785996,Takeoff
6.3500000000000005,-4.914994532083565,Takeoff
6.36,5.352147525990905,Takeoff
6.37,-5.73950752838232,Takeoff
6.38,6.07432387653964,Takeoff
6.390000000000001,-6.3543844674727294,Takeoff
6.4,6.578018999491014,Takeoff
6.41,-6.7440968743254,Takeoff
6.42,6.8520200348162055,Takeoff
6.43,-6.901711051202335,Takeoff
6.44,6.893596801383651,Takeoff
6.45,-6.828588117177128,Takeoff
6.46,6.708055789538479,Takeoff
6.47,-6.533803341202199,Takeoff
6.48,6.308036985420538,Takeoff
6.49,-6.03333319455347,Takeoff
6.5,5.712604302590829,Takeoff
6.51,-5.3490625616657255,Takeoff
6.5200000000000005,4.946183064240951,Takeoff
6.53,-4.507665930713361,Takeoff
6.54,4.037398146954909,Takeoff
6.55,-3.5394154177252597,Takeoff
6.5600000000000005,3.0178643812338386,Takeoff
6.57,-2.4769655069678844,Takeoff
6.58,1.9209769740309852,Takeoff
6.59,-1.3541598010171427,Takeoff
6.6000000000000005,0.7807444711606366,Takeoff
6.61,-0.20489926861793242,Takeoff
6.62,-0.36929948667844426,Takeoff
6.63,0.9378951461882195,Takeoff
6.640000000000001,-1.4970762510305704,Takeoff
6.65,2.043199757306335,Takeoff
6.66,-2.5728118917655665,Takeoff
6.67,3.0826665862882128,Takeoff
6.68,-3.569741464588004,Takeoff
6.69,4.03125137755422,Takeoff
6.7,-4.464659505330996,Takeoff
6.71,4.867686064453225,Takeoff
6.72,-5.238314676862391,Takeoff
6.73,5.5747964741496725,Takeoff
6.74,-5.875652025549637,Takeoff
6.75,6.1396711912773405,Takeoff
6.76,-6.365911014112554,Takeoff
6.7700000000000005,6.553691771909304,Takeoff
6.78,-6.702591321434824,Takeoff
6.79,6.812437870230096,Takeoff
6.8,-6.883301317734598,Takeoff
6.8100000000000005,6.915483309964547,Takeoff
6.82,-6.909506153610188,Takeoff
6.83,6.866100735632532,Takeoff
6.84,-6.786193593383328,Takeoff
6.8500000000000005,6.670893278036894,Takeoff
6.86,-6.5214761508610115,Takeoff
6.87,6.3393717475675,Takeoff
6.88,-6.126147840961674,Takeoff
6.890000000000001,5.883495326217795,Takeoff
6.9,-5.61321304668556,Takeoff
6.91,5.317192671156924,Takeoff
6.92,-4.997403726101184,Takeoff
6.93,4.655878878598796,Takeoff
6.94,-4.294699557761947,Takeoff
6.95,3.9159819943267244,Takeoff
6.96,-3.5218637497632663,Takeoff
6.97,3.1144907982397445,Takeoff
6.98,-2.6960052164788317,Takeoff
6.99,2.268533528612464,Takeoff
7.0,-1.8341757454137277,Takeoff
7.01,1.3949951296191268,Takeoff
7.0200000000000005,-0.9530087118537578,Takeoff
7.03,0.5101785746634189,Takeoff
7.04,-0.0684039157630809,Takeoff
7.05,-0.3704861048660304,Takeoff
7.0600000000000005,0.8047387349247928,Takeoff
7.07,-1.23268322327685,Takeoff
7.08,1.6527356481195452,Takeoff
7.09,-2.063402995788626,Takeoff
7.1000000000000005,2.4632865100139125,Takeoff
7.11,-2.8510843350329456,Takeoff
7.12,3.225593479347957,Takeoff
7.13,-3.585711129409387,Takeoff
7.140000000000001,3.930435345102533,Takeoff
7.15,-4.25886517066716,Takeoff
7.16,4.570200196375375,Takeoff
7.17,-4.863739607367872,Takeoff
7.18,5.138880757056072,Takeoff
7.19,-5.395117302888288,Takeoff
7.2,5.63203694251404,Takeoff
7.21,-5.84931878847703,Takeoff
7.22,6.046730419012767,Takeoff
7.23,-6.2241246421845045,Takeoff
7.24,6.381436009692223,Takeoff
7.25,-6.518677115807496,Takeoff
7.26,6.63593471576054,Takeoff
7.2700000000000005,-6.733365696571976,Takeoff
7.28,6.81119293199449,Takeoff
7.29,-6.869701051733822,Takeoff
7.3,6.909232153455021,Takeoff
7.3100000000000005,-6.9301814845113405,Takeoff
7.32,6.932993118575576,Takeoff
7.33,-6.918155650626244,Takeoff
7.34,6.8861979319891224,Takeoff
7.3500000000000005,-6.837684865353687,Takeoff
7.36,6.773213277934166,Takeoff
7.37,-6.693407889212726,Takeoff
7.38,6.598917387947293,Takeoff
7.390000000000001,-6.4904106315440915,Takeoff
7.4,6.368572979135728,Takeoff
7.41,-6.234102768286522,Takeoff
7.42,6.087707943586892,Takeoff
7.43,-5.9301028440599595,Takeoff
7.44,5.762005154904114,Takeoff
7.45,-5.584133027701606,Takeoff
7.46,5.397202372133395,Takeoff
7.47,-5.201924321038363,Takeoff
7.48,4.999002869456499,Takeoff
7.49,-4.7891326875498725,Takeoff
7.5,4.572997106174953,Takeoff
7.51,-4.351266273054775,Takeoff
7.5200000000000005,4.1245954769994535,Takeoff
7.53,-3.8936236364440564,Takeoff
7.54,3.6589719485616614,Takeoff
7.55,-3.421242694172304,Takeoff
7.5600000000000005,3.181018193455238,Takeoff
7.57,-2.9388599070064174,Takeoff
